RMSE,MAE,R2,N,scenario_key,scenario_name,layer,model,step,step_min
762.74,522.03,0.8801,1743,N1_180m_only,N1: LiDAR 180m+历史功率（无SCADA）,1,LightGBM,3,30
744.18,506.87,0.8859,1743,N1_180m_only,N1: LiDAR 180m+历史功率（无SCADA）,1,XGBoost,3,30
974.79,694.66,0.8046,1743,N1_180m_only,N1: LiDAR 180m+历史功率（无SCADA）,1,LightGBM,6,60
965.09,688.95,0.8084,1743,N1_180m_only,N1: LiDAR 180m+历史功率（无SCADA）,1,XGBoost,6,60
442.17,289.5,0.9596,1743,N1_210m_only,N1: LiDAR 210m+历史功率（无SCADA）,1,LightGBM,1,10
439.33,288.82,0.9601,1743,N1_210m_only,N1: LiDAR 210m+历史功率（无SCADA）,1,XGBoost,1,10
633.83,422.69,0.9171,1743,N1_210m_only,N1: LiDAR 210m+历史功率（无SCADA）,1,LightGBM,2,20
617.21,414.61,0.9214,1743,N1_210m_only,N1: LiDAR 210m+历史功率（无SCADA）,1,XGBoost,2,20
755.45,515.67,0.8824,1743,N1_210m_only,N1: LiDAR 210m+历史功率（无SCADA）,1,LightGBM,3,30
744.87,511.66,0.8857,1743,N1_210m_only,N1: LiDAR 210m+历史功率（无SCADA）,1,XGBoost,3,30
970.65,686.74,0.8062,1743,N1_210m_only,N1: LiDAR 210m+历史功率（无SCADA）,1,LightGBM,6,60
965.57,683.67,0.8082,1743,N1_210m_only,N1: LiDAR 210m+历史功率（无SCADA）,1,XGBoost,6,60
439.34,287.61,0.9601,1743,N1_240m_only,N1: LiDAR 240m+历史功率（无SCADA）,1,LightGBM,1,10
434.11,283.03,0.9611,1743,N1_240m_only,N1: LiDAR 240m+历史功率（无SCADA）,1,XGBoost,1,10
634.3,425.35,0.917,1743,N1_240m_only,N1: LiDAR 240m+历史功率（无SCADA）,1,LightGBM,2,20
616.52,412.21,0.9216,1743,N1_240m_only,N1: LiDAR 240m+历史功率（无SCADA）,1,XGBoost,2,20
753.26,514.89,0.8831,1743,N1_240m_only,N1: LiDAR 240m+历史功率（无SCADA）,1,LightGBM,3,30
744.42,506.82,0.8858,1743,N1_240m_only,N1: LiDAR 240m+历史功率（无SCADA）,1,XGBoost,3,30
972.75,690.48,0.8054,1743,N1_240m_only,N1: LiDAR 240m+历史功率（无SCADA）,1,LightGBM,6,60
964.06,680.0,0.8089,1743,N1_240m_only,N1: LiDAR 240m+历史功率（无SCADA）,1,XGBoost,6,60
438.38,287.17,0.9603,1743,N1_270m_only,N1: LiDAR 270m+历史功率（无SCADA）,1,LightGBM,1,10
431.66,282.58,0.9615,1743,N1_270m_only,N1: LiDAR 270m+历史功率（无SCADA）,1,XGBoost,1,10
629.67,420.19,0.9182,1743,N1_270m_only,N1: LiDAR 270m+历史功率（无SCADA）,1,LightGBM,2,20
616.17,415.56,0.9217,1743,N1_270m_only,N1: LiDAR 270m+历史功率（无SCADA）,1,XGBoost,2,20
746.42,512.21,0.8852,1743,N1_270m_only,N1: LiDAR 270m+历史功率（无SCADA）,1,LightGBM,3,30
730.39,497.9,0.8901,1743,N1_270m_only,N1: LiDAR 270m+历史功率（无SCADA）,1,XGBoost,3,30
968.54,691.14,0.8071,1743,N1_270m_only,N1: LiDAR 270m+历史功率（无SCADA）,1,LightGBM,6,60
960.99,682.41,0.8101,1743,N1_270m_only,N1: LiDAR 270m+历史功率（无SCADA）,1,XGBoost,6,60
440.44,288.72,0.9599,1743,N1_300m_only,N1: LiDAR 300m+历史功率（无SCADA）,1,LightGBM,1,10
430.73,280.78,0.9617,1743,N1_300m_only,N1: LiDAR 300m+历史功率（无SCADA）,1,XGBoost,1,10
628.9,420.54,0.9184,1743,N1_300m_only,N1: LiDAR 300m+历史功率（无SCADA）,1,LightGBM,2,20
615.81,412.39,0.9218,1743,N1_300m_only,N1: LiDAR 300m+历史功率（无SCADA）,1,XGBoost,2,20
747.51,514.19,0.8848,1743,N1_300m_only,N1: LiDAR 300m+历史功率（无SCADA）,1,LightGBM,3,30
730.23,495.7,0.8901,1743,N1_300m_only,N1: LiDAR 300m+历史功率（无SCADA）,1,XGBoost,3,30
973.6,702.69,0.805,1743,N1_300m_only,N1: LiDAR 300m+历史功率（无SCADA）,1,LightGBM,6,60
949.54,682.86,0.8146,1743,N1_300m_only,N1: LiDAR 300m+历史功率（无SCADA）,1,XGBoost,6,60
448.1,292.73,0.9585,1743,N2_near_only,N2: 近距(40-120m)+历史功率（无SCADA）,1,LightGBM,1,10
442.41,288.77,0.9596,1743,N2_near_only,N2: 近距(40-120m)+历史功率（无SCADA）,1,XGBoost,1,10
637.46,426.3,0.9162,1743,N2_near_only,N2: 近距(40-120m)+历史功率（无SCADA）,1,LightGBM,2,20
633.78,421.89,0.9172,1743,N2_near_only,N2: 近距(40-120m)+历史功率（无SCADA）,1,XGBoost,2,20
758.82,517.98,0.8813,1743,N2_near_only,N2: 近距(40-120m)+历史功率（无SCADA）,1,LightGBM,3,30
760.54,518.22,0.8808,1743,N2_near_only,N2: 近距(40-120m)+历史功率（无SCADA）,1,XGBoost,3,30
979.24,692.72,0.8028,1743,N2_near_only,N2: 近距(40-120m)+历史功率（无SCADA）,1,LightGBM,6,60
975.38,695.24,0.8043,1743,N2_near_only,N2: 近距(40-120m)+历史功率（无SCADA）,1,XGBoost,6,60
438.84,288.28,0.9602,1743,N3_mid_only,N3: 中距(150-210m)+历史功率（无SCADA）,1,LightGBM,1,10
442.73,289.69,0.9595,1743,N3_mid_only,N3: 中距(150-210m)+历史功率（无SCADA）,1,XGBoost,1,10
633.35,425.77,0.9173,1743,N3_mid_only,N3: 中距(150-210m)+历史功率（无SCADA）,1,LightGBM,2,20
627.84,418.45,0.9187,1743,N3_mid_only,N3: 中距(150-210m)+历史功率（无SCADA）,1,XGBoost,2,20
755.84,518.09,0.8823,1743,N3_mid_only,N3: 中距(150-210m)+历史功率（无SCADA）,1,LightGBM,3,30
752.59,516.38,0.8833,1743,N3_mid_only,N3: 中距(150-210m)+历史功率（无SCADA）,1,XGBoost,3,30
969.87,690.65,0.8065,1743,N3_mid_only,N3: 中距(150-210m)+历史功率（无SCADA）,1,LightGBM,6,60
969.32,690.85,0.8068,1743,N3_mid_only,N3: 中距(150-210m)+历史功率（无SCADA）,1,XGBoost,6,60
443.3,289.49,0.9594,1743,N4_far_only,N4: 远距(240-300m)+历史功率（无SCADA）,1,LightGBM,1,10
433.6,285.24,0.9612,1743,N4_far_only,N4: 远距(240-300m)+历史功率（无SCADA）,1,XGBoost,1,10
629.66,424.43,0.9182,1743,N4_far_only,N4: 远距(240-300m)+历史功率（无SCADA）,1,LightGBM,2,20
617.57,415.55,0.9213,1743,N4_far_only,N4: 远距(240-300m)+历史功率（无SCADA）,1,XGBoost,2,20
748.16,510.59,0.8846,1743,N4_far_only,N4: 远距(240-300m)+历史功率（无SCADA）,1,LightGBM,3,30
737.56,502.6,0.8879,1743,N4_far_only,N4: 远距(240-300m)+历史功率（无SCADA）,1,XGBoost,3,30
973.38,696.0,0.8051,1743,N4_far_only,N4: 远距(240-300m)+历史功率（无SCADA）,1,LightGBM,6,60
956.38,681.44,0.8119,1743,N4_far_only,N4: 远距(240-300m)+历史功率（无SCADA）,1,XGBoost,6,60
432.27,281.99,0.9614,1743,P0_power_only,P0: 仅历史功率（下界基准）,1,LightGBM,1,10
432.5,280.58,0.9614,1743,P0_power_only,P0: 仅历史功率（下界基准）,1,XGBoost,1,10
430.04,276.88,0.9618,1743,P0_power_only,P0: 仅历史功率（下界基准）,1,GBM,1,10
616.89,408.18,0.9215,1743,P0_power_only,P0: 仅历史功率（下界基准）,1,LightGBM,2,20
599.44,396.37,0.9259,1743,P0_power_only,P0: 仅历史功率（下界基准）,1,XGBoost,2,20
609.67,397.06,0.9233,1743,P0_power_only,P0: 仅历史功率（下界基准）,1,GBM,2,20
723.6,494.62,0.8921,1743,P0_power_only,P0: 仅历史功率（下界基准）,1,LightGBM,3,30
705.95,478.98,0.8973,1743,P0_power_only,P0: 仅历史功率（下界基准）,1,XGBoost,3,30
713.02,473.73,0.8952,1743,P0_power_only,P0: 仅历史功率（下界基准）,1,GBM,3,30
920.13,654.45,0.8259,1743,P0_power_only,P0: 仅历史功率（下界基准）,1,LightGBM,6,60
907.22,640.53,0.8307,1743,P0_power_only,P0: 仅历史功率（下界基准）,1,XGBoost,6,60
915.62,637.23,0.8276,1743,P0_power_only,P0: 仅历史功率（下界基准）,1,GBM,6,60
432.43,278.71,0.9614,1743,M0_SCADA,M0: SCADA机舱风速+历史功率,1,GBM,1,10
611.35,401.36,0.9229,1743,M0_SCADA,M0: SCADA机舱风速+历史功率,1,GBM,2,20
709.39,474.63,0.8963,1743,M0_SCADA,M0: SCADA机舱风速+历史功率,1,GBM,3,30
916.29,640.96,0.8273,1743,M0_SCADA,M0: SCADA机舱风速+历史功率,1,GBM,6,60
429.86,278.41,0.9618,1743,M1_40m,M1: LiDAR 40m+SCADA+历史功率,1,GBM,1,10
608.53,400.45,0.9236,1743,M1_40m,M1: LiDAR 40m+SCADA+历史功率,1,GBM,2,20
711.51,476.75,0.8957,1743,M1_40m,M1: LiDAR 40m+SCADA+历史功率,1,GBM,3,30
921.61,644.2,0.8253,1743,M1_40m,M1: LiDAR 40m+SCADA+历史功率,1,GBM,6,60
427.97,277.36,0.9622,1743,M1_60m,M1: LiDAR 60m+SCADA+历史功率,1,GBM,1,10
612.35,400.07,0.9227,1743,M1_60m,M1: LiDAR 60m+SCADA+历史功率,1,GBM,2,20
715.35,480.74,0.8945,1743,M1_60m,M1: LiDAR 60m+SCADA+历史功率,1,GBM,3,30
917.46,638.43,0.8269,1743,M1_60m,M1: LiDAR 60m+SCADA+历史功率,1,GBM,6,60
428.49,277.67,0.9621,1743,M1_90m,M1: LiDAR 90m+SCADA+历史功率,1,GBM,1,10
607.13,399.94,0.924,1743,M1_90m,M1: LiDAR 90m+SCADA+历史功率,1,GBM,2,20
713.51,480.66,0.8951,1743,M1_90m,M1: LiDAR 90m+SCADA+历史功率,1,GBM,3,30
918.36,646.92,0.8265,1743,M1_90m,M1: LiDAR 90m+SCADA+历史功率,1,GBM,6,60
432.13,279.3,0.9614,1743,M1_120m,M1: LiDAR 120m+SCADA+历史功率,1,GBM,1,10
609.28,399.91,0.9234,1743,M1_120m,M1: LiDAR 120m+SCADA+历史功率,1,GBM,2,20
712.91,475.99,0.8953,1743,M1_120m,M1: LiDAR 120m+SCADA+历史功率,1,GBM,3,30
928.37,650.5,0.8227,1743,M1_120m,M1: LiDAR 120m+SCADA+历史功率,1,GBM,6,60
428.99,280.82,0.962,1743,M1_150m,M1: LiDAR 150m+SCADA+历史功率,1,GBM,1,10
609.84,400.28,0.9233,1743,M1_150m,M1: LiDAR 150m+SCADA+历史功率,1,GBM,2,20
716.22,480.37,0.8943,1743,M1_150m,M1: LiDAR 150m+SCADA+历史功率,1,GBM,3,30
921.2,646.5,0.8255,1743,M1_150m,M1: LiDAR 150m+SCADA+历史功率,1,GBM,6,60
429.93,279.92,0.9618,1743,M1_180m,M1: LiDAR 180m+SCADA+历史功率,1,GBM,1,10
611.52,402.82,0.9229,1743,M1_180m,M1: LiDAR 180m+SCADA+历史功率,1,GBM,2,20
716.5,479.08,0.8942,1743,M1_180m,M1: LiDAR 180m+SCADA+历史功率,1,GBM,3,30
927.22,653.9,0.8232,1743,M1_180m,M1: LiDAR 180m+SCADA+历史功率,1,GBM,6,60
433.33,280.44,0.9612,1743,M1_210m,M1: LiDAR 210m+SCADA+历史功率,1,GBM,1,10
611.7,401.27,0.9228,1743,M1_210m,M1: LiDAR 210m+SCADA+历史功率,1,GBM,2,20
711.09,476.18,0.8958,1743,M1_210m,M1: LiDAR 210m+SCADA+历史功率,1,GBM,3,30
923.78,648.08,0.8245,1743,M1_210m,M1: LiDAR 210m+SCADA+历史功率,1,GBM,6,60
432.18,280.12,0.9614,1743,M1_240m,M1: LiDAR 240m+SCADA+历史功率,1,GBM,1,10
610.9,402.58,0.923,1743,M1_240m,M1: LiDAR 240m+SCADA+历史功率,1,GBM,2,20
712.11,479.49,0.8955,1743,M1_240m,M1: LiDAR 240m+SCADA+历史功率,1,GBM,3,30
924.98,651.93,0.824,1743,M1_240m,M1: LiDAR 240m+SCADA+历史功率,1,GBM,6,60
433.73,280.49,0.9612,1743,M1_270m,M1: LiDAR 270m+SCADA+历史功率,1,GBM,1,10
610.8,403.63,0.9231,1743,M1_270m,M1: LiDAR 270m+SCADA+历史功率,1,GBM,2,20
713.55,479.71,0.8951,1743,M1_270m,M1: LiDAR 270m+SCADA+历史功率,1,GBM,3,30
919.89,644.63,0.826,1743,M1_270m,M1: LiDAR 270m+SCADA+历史功率,1,GBM,6,60
431.63,281.47,0.9615,1743,M1_300m,M1: LiDAR 300m+SCADA+历史功率,1,GBM,1,10
611.85,405.7,0.9228,1743,M1_300m,M1: LiDAR 300m+SCADA+历史功率,1,GBM,2,20
710.62,477.38,0.8959,1743,M1_300m,M1: LiDAR 300m+SCADA+历史功率,1,GBM,3,30
916.94,642.05,0.8271,1743,M1_300m,M1: LiDAR 300m+SCADA+历史功率,1,GBM,6,60
429.97,278.52,0.9618,1743,M2_near,M2: 近距(40-120m)+SCADA+历史功率,1,GBM,1,10
610.35,401.91,0.9232,1743,M2_near,M2: 近距(40-120m)+SCADA+历史功率,1,GBM,2,20
712.85,479.15,0.8953,1743,M2_near,M2: 近距(40-120m)+SCADA+历史功率,1,GBM,3,30
921.03,652.14,0.8255,1743,M2_near,M2: 近距(40-120m)+SCADA+历史功率,1,GBM,6,60
432.19,283.17,0.9614,1743,M3_mid,M3: 中距(150-210m)+SCADA+历史功率,1,GBM,1,10
611.88,402.89,0.9228,1743,M3_mid,M3: 中距(150-210m)+SCADA+历史功率,1,GBM,2,20
716.44,478.65,0.8942,1743,M3_mid,M3: 中距(150-210m)+SCADA+历史功率,1,GBM,3,30
927.09,650.65,0.8232,1743,M3_mid,M3: 中距(150-210m)+SCADA+历史功率,1,GBM,6,60
430.37,280.92,0.9618,1743,M4_far,M4: 远距(240-300m)+SCADA+历史功率,1,GBM,1,10
609.1,403.25,0.9235,1743,M4_far,M4: 远距(240-300m)+SCADA+历史功率,1,GBM,2,20
709.78,476.83,0.8962,1743,M4_far,M4: 远距(240-300m)+SCADA+历史功率,1,GBM,3,30
920.24,648.56,0.8258,1743,M4_far,M4: 远距(240-300m)+SCADA+历史功率,1,GBM,6,60
428.32,279.74,0.9621,1743,M5_Lall+SCADA,M5: 全距离LiDAR+SCADA+历史功率,1,GBM,1,10
606.25,401.57,0.9242,1743,M5_Lall+SCADA,M5: 全距离LiDAR+SCADA+历史功率,1,GBM,2,20
713.91,479.39,0.895,1743,M5_Lall+SCADA,M5: 全距离LiDAR+SCADA+历史功率,1,GBM,3,30
922.07,648.49,0.8251,1743,M5_Lall+SCADA,M5: 全距离LiDAR+SCADA+历史功率,1,GBM,6,60
433.74,280.91,0.9612,1743,N1_40m_only,N1: LiDAR 40m+历史功率（无SCADA）,1,GBM,1,10
611.77,401.01,0.9228,1743,N1_40m_only,N1: LiDAR 40m+历史功率（无SCADA）,1,GBM,2,20
712.8,479.1,0.8953,1743,N1_40m_only,N1: LiDAR 40m+历史功率（无SCADA）,1,GBM,3,30
924.58,651.79,0.8242,1743,N1_40m_only,N1: LiDAR 40m+历史功率（无SCADA）,1,GBM,6,60
431.19,280.27,0.9616,1743,N1_60m_only,N1: LiDAR 60m+历史功率（无SCADA）,1,GBM,1,10
613.21,401.32,0.9224,1743,N1_60m_only,N1: LiDAR 60m+历史功率（无SCADA）,1,GBM,2,20
718.91,483.39,0.8935,1743,N1_60m_only,N1: LiDAR 60m+历史功率（无SCADA）,1,GBM,3,30
919.8,652.6,0.826,1743,N1_60m_only,N1: LiDAR 60m+历史功率（无SCADA）,1,GBM,6,60
432.31,280.05,0.9614,1743,N1_90m_only,N1: LiDAR 90m+历史功率（无SCADA）,1,GBM,1,10
607.99,400.57,0.9238,1743,N1_90m_only,N1: LiDAR 90m+历史功率（无SCADA）,1,GBM,2,20
715.44,482.14,0.8945,1743,N1_90m_only,N1: LiDAR 90m+历史功率（无SCADA）,1,GBM,3,30
925.33,649.49,0.8239,1743,N1_90m_only,N1: LiDAR 90m+历史功率（无SCADA）,1,GBM,6,60
430.94,279.34,0.9617,1743,N1_120m_only,N1: LiDAR 120m+历史功率（无SCADA）,1,GBM,1,10
610.1,402.56,0.9232,1743,N1_120m_only,N1: LiDAR 120m+历史功率（无SCADA）,1,GBM,2,20
716.93,477.62,0.8941,1743,N1_120m_only,N1: LiDAR 120m+历史功率（无SCADA）,1,GBM,3,30
931.48,652.62,0.8216,1743,N1_120m_only,N1: LiDAR 120m+历史功率（无SCADA）,1,GBM,6,60
432.76,281.11,0.9613,1743,N1_150m_only,N1: LiDAR 150m+历史功率（无SCADA）,1,GBM,1,10
614.12,402.16,0.9222,1743,N1_150m_only,N1: LiDAR 150m+历史功率（无SCADA）,1,GBM,2,20
716.6,480.17,0.8942,1743,N1_150m_only,N1: LiDAR 150m+历史功率（无SCADA）,1,GBM,3,30
918.09,642.82,0.8266,1743,N1_150m_only,N1: LiDAR 150m+历史功率（无SCADA）,1,GBM,6,60
430.29,281.21,0.9618,1743,N1_180m_only,N1: LiDAR 180m+历史功率（无SCADA）,1,GBM,1,10
611.32,400.78,0.9229,1743,N1_180m_only,N1: LiDAR 180m+历史功率（无SCADA）,1,GBM,2,20
718.81,481.55,0.8935,1743,N1_180m_only,N1: LiDAR 180m+历史功率（无SCADA）,1,GBM,3,30
928.73,651.2,0.8226,1743,N1_180m_only,N1: LiDAR 180m+历史功率（无SCADA）,1,GBM,6,60
428.05,278.55,0.9622,1743,N1_210m_only,N1: LiDAR 210m+历史功率（无SCADA）,1,GBM,1,10
614.41,403.81,0.9221,1743,N1_210m_only,N1: LiDAR 210m+历史功率（无SCADA）,1,GBM,2,20
711.11,478.31,0.8958,1743,N1_210m_only,N1: LiDAR 210m+历史功率（无SCADA）,1,GBM,3,30
929.67,653.81,0.8222,1743,N1_210m_only,N1: LiDAR 210m+历史功率（无SCADA）,1,GBM,6,60
429.89,280.18,0.9618,1743,N1_240m_only,N1: LiDAR 240m+历史功率（无SCADA）,1,GBM,1,10
611.34,403.67,0.9229,1743,N1_240m_only,N1: LiDAR 240m+历史功率（无SCADA）,1,GBM,2,20
713.02,477.64,0.8952,1743,N1_240m_only,N1: LiDAR 240m+历史功率（无SCADA）,1,GBM,3,30
930.18,655.55,0.822,1743,N1_240m_only,N1: LiDAR 240m+历史功率（无SCADA）,1,GBM,6,60
432.4,280.56,0.9614,1743,N1_270m_only,N1: LiDAR 270m+历史功率（无SCADA）,1,GBM,1,10
608.59,403.28,0.9236,1743,N1_270m_only,N1: LiDAR 270m+历史功率（无SCADA）,1,GBM,2,20
708.16,478.73,0.8967,1743,N1_270m_only,N1: LiDAR 270m+历史功率（无SCADA）,1,GBM,3,30
924.82,653.66,0.8241,1743,N1_270m_only,N1: LiDAR 270m+历史功率（无SCADA）,1,GBM,6,60
430.36,279.81,0.9618,1743,N1_300m_only,N1: LiDAR 300m+历史功率（无SCADA）,1,GBM,1,10
609.73,404.05,0.9233,1743,N1_300m_only,N1: LiDAR 300m+历史功率（无SCADA）,1,GBM,2,20
709.76,477.55,0.8962,1743,N1_300m_only,N1: LiDAR 300m+历史功率（无SCADA）,1,GBM,3,30
923.94,651.97,0.8244,1743,N1_300m_only,N1: LiDAR 300m+历史功率（无SCADA）,1,GBM,6,60
430.39,280.3,0.9617,1743,N2_near_only,N2: 近距(40-120m)+历史功率（无SCADA）,1,GBM,1,10
609.12,399.66,0.9235,1743,N2_near_only,N2: 近距(40-120m)+历史功率（无SCADA）,1,GBM,2,20
714.92,480.3,0.8947,1743,N2_near_only,N2: 近距(40-120m)+历史功率（无SCADA）,1,GBM,3,30
929.39,660.13,0.8223,1743,N2_near_only,N2: 近距(40-120m)+历史功率（无SCADA）,1,GBM,6,60
431.93,280.79,0.9615,1743,N3_mid_only,N3: 中距(150-210m)+历史功率（无SCADA）,1,GBM,1,10
614.71,401.41,0.9221,1743,N3_mid_only,N3: 中距(150-210m)+历史功率（无SCADA）,1,GBM,2,20
714.98,480.14,0.8947,1743,N3_mid_only,N3: 中距(150-210m)+历史功率（无SCADA）,1,GBM,3,30
928.37,650.3,0.8227,1743,N3_mid_only,N3: 中距(150-210m)+历史功率（无SCADA）,1,GBM,6,60
430.59,279.85,0.9617,1743,N4_far_only,N4: 远距(240-300m)+历史功率（无SCADA）,1,GBM,1,10
607.21,403.74,0.924,1743,N4_far_only,N4: 远距(240-300m)+历史功率（无SCADA）,1,GBM,2,20
709.65,476.53,0.8962,1743,N4_far_only,N4: 远距(240-300m)+历史功率（无SCADA）,1,GBM,3,30
923.23,650.68,0.8247,1743,N4_far_only,N4: 远距(240-300m)+历史功率（无SCADA）,1,GBM,6,60
427.85,279.8,0.9622,1743,E1_AllHWS+SCADA+VShear,E1: 全HWS+SCADA+VShear+历史功率,2,GBM,1,10
602.76,401.4,0.9251,1743,E1_AllHWS+SCADA+VShear,E1: 全HWS+SCADA+VShear+历史功率,2,GBM,2,20
715.24,482.86,0.8946,1743,E1_AllHWS+SCADA+VShear,E1: 全HWS+SCADA+VShear+历史功率,2,GBM,3,30
936.84,665.24,0.8195,1743,E1_AllHWS+SCADA+VShear,E1: 全HWS+SCADA+VShear+历史功率,2,GBM,6,60
429.92,282.06,0.9618,1743,E2_AllHWS+SCADA+HShear,E2: 全HWS+SCADA+HShear+历史功率,2,GBM,1,10
604.06,401.79,0.9247,1743,E2_AllHWS+SCADA+HShear,E2: 全HWS+SCADA+HShear+历史功率,2,GBM,2,20
715.17,478.79,0.8946,1743,E2_AllHWS+SCADA+HShear,E2: 全HWS+SCADA+HShear+历史功率,2,GBM,3,30
929.56,649.69,0.8223,1743,E2_AllHWS+SCADA+HShear,E2: 全HWS+SCADA+HShear+历史功率,2,GBM,6,60
423.63,275.75,0.9629,1743,E3_AllHWS+SCADA+TI,E3: 全HWS+SCADA+TI+历史功率,2,GBM,1,10
612.43,404.7,0.9226,1743,E3_AllHWS+SCADA+TI,E3: 全HWS+SCADA+TI+历史功率,2,GBM,2,20
733.05,492.9,0.8893,1743,E3_AllHWS+SCADA+TI,E3: 全HWS+SCADA+TI+历史功率,2,GBM,3,30
956.58,673.67,0.8118,1743,E3_AllHWS+SCADA+TI,E3: 全HWS+SCADA+TI+历史功率,2,GBM,6,60
424.79,277.23,0.9627,1743,E4_AllHWS+SCADA+AllMet,E4: 全HWS+SCADA+全气象+历史功率,2,GBM,1,10
606.47,400.73,0.9241,1743,E4_AllHWS+SCADA+AllMet,E4: 全HWS+SCADA+全气象+历史功率,2,GBM,2,20
728.37,491.56,0.8907,1743,E4_AllHWS+SCADA+AllMet,E4: 全HWS+SCADA+全气象+历史功率,2,GBM,3,30
957.05,680.0,0.8116,1743,E4_AllHWS+SCADA+AllMet,E4: 全HWS+SCADA+全气象+历史功率,2,GBM,6,60
426.32,279.98,0.9625,1743,L3a_Lall_only,L3a: 全距离LiDAR HWS+历史功率（无SCADA）,3,GBM,1,10
610.44,403.84,0.9231,1743,L3a_Lall_only,L3a: 全距离LiDAR HWS+历史功率（无SCADA）,3,GBM,2,20
714.06,480.54,0.8949,1743,L3a_Lall_only,L3a: 全距离LiDAR HWS+历史功率（无SCADA）,3,GBM,3,30
927.1,654.06,0.8232,1743,L3a_Lall_only,L3a: 全距离LiDAR HWS+历史功率（无SCADA）,3,GBM,6,60
422.63,275.15,0.9631,1743,L3b_Lall+met_only,L3b: 全距离LiDAR HWS+全气象+历史功率（无SCADA）,3,GBM,1,10
614.81,405.6,0.922,1743,L3b_Lall+met_only,L3b: 全距离LiDAR HWS+全气象+历史功率（无SCADA）,3,GBM,2,20
718.98,487.09,0.8935,1743,L3b_Lall+met_only,L3b: 全距离LiDAR HWS+全气象+历史功率（无SCADA）,3,GBM,3,30
954.59,678.37,0.8126,1743,L3b_Lall+met_only,L3b: 全距离LiDAR HWS+全气象+历史功率（无SCADA）,3,GBM,6,60
487.06,336.57,0.951,1743,E1_AllHWS+SCADA+VShear,E1: 全HWS+SCADA+VShear+历史功率,2,LSTM,1,10
631.86,437.65,0.9177,1743,E1_AllHWS+SCADA+VShear,E1: 全HWS+SCADA+VShear+历史功率,2,LSTM,2,20
729.9,505.96,0.8902,1743,E1_AllHWS+SCADA+VShear,E1: 全HWS+SCADA+VShear+历史功率,2,LSTM,3,30
922.34,671.69,0.825,1743,E1_AllHWS+SCADA+VShear,E1: 全HWS+SCADA+VShear+历史功率,2,LSTM,6,60
500.21,341.75,0.9483,1743,E2_AllHWS+SCADA+HShear,E2: 全HWS+SCADA+HShear+历史功率,2,LSTM,1,10
622.6,419.32,0.9201,1743,E2_AllHWS+SCADA+HShear,E2: 全HWS+SCADA+HShear+历史功率,2,LSTM,2,20
720.48,495.19,0.893,1743,E2_AllHWS+SCADA+HShear,E2: 全HWS+SCADA+HShear+历史功率,2,LSTM,3,30
906.94,642.14,0.8308,1743,E2_AllHWS+SCADA+HShear,E2: 全HWS+SCADA+HShear+历史功率,2,LSTM,6,60
453.18,302.64,0.9576,1743,E3_AllHWS+SCADA+TI,E3: 全HWS+SCADA+TI+历史功率,2,LSTM,1,10
606.28,409.56,0.9242,1743,E3_AllHWS+SCADA+TI,E3: 全HWS+SCADA+TI+历史功率,2,LSTM,2,20
703.01,479.17,0.8981,1743,E3_AllHWS+SCADA+TI,E3: 全HWS+SCADA+TI+历史功率,2,LSTM,3,30
901.94,639.93,0.8327,1743,E3_AllHWS+SCADA+TI,E3: 全HWS+SCADA+TI+历史功率,2,LSTM,6,60
491.46,339.94,0.9501,1743,E4_AllHWS+SCADA+AllMet,E4: 全HWS+SCADA+全气象+历史功率,2,LSTM,1,10
640.5,442.22,0.9154,1743,E4_AllHWS+SCADA+AllMet,E4: 全HWS+SCADA+全气象+历史功率,2,LSTM,2,20
740.64,510.12,0.887,1743,E4_AllHWS+SCADA+AllMet,E4: 全HWS+SCADA+全气象+历史功率,2,LSTM,3,30
944.31,665.59,0.8166,1743,E4_AllHWS+SCADA+AllMet,E4: 全HWS+SCADA+全气象+历史功率,2,LSTM,6,60
443.05,289.73,0.9595,1743,M2_near,M2: 近距(40-120m)+SCADA+历史功率,1,LSTM,1,10
597.57,389.05,0.9263,1743,M2_near,M2: 近距(40-120m)+SCADA+历史功率,1,LSTM,2,20
700.12,461.61,0.899,1743,M2_near,M2: 近距(40-120m)+SCADA+历史功率,1,LSTM,3,30
890.71,615.53,0.8368,1743,M2_near,M2: 近距(40-120m)+SCADA+历史功率,1,LSTM,6,60
449.92,315.24,0.9582,1743,M3_mid,M3: 中距(150-210m)+SCADA+历史功率,1,LSTM,1,10
603.17,409.18,0.925,1743,M3_mid,M3: 中距(150-210m)+SCADA+历史功率,1,LSTM,2,20
699.85,484.4,0.8991,1743,M3_mid,M3: 中距(150-210m)+SCADA+历史功率,1,LSTM,3,30
889.2,624.66,0.8374,1743,M3_mid,M3: 中距(150-210m)+SCADA+历史功率,1,LSTM,6,60
447.24,296.57,0.9587,1743,M4_far,M4: 远距(240-300m)+SCADA+历史功率,1,LSTM,1,10
597.28,388.87,0.9264,1743,M4_far,M4: 远距(240-300m)+SCADA+历史功率,1,LSTM,2,20
696.65,460.07,0.9,1743,M4_far,M4: 远距(240-300m)+SCADA+历史功率,1,LSTM,3,30
887.09,609.51,0.8382,1743,M4_far,M4: 远距(240-300m)+SCADA+历史功率,1,LSTM,6,60
467.1,310.11,0.9549,1743,N2_near_only,N2: 近距(40-120m)+历史功率（无SCADA）,1,LSTM,1,10
